@relation desinformacao_ia

@attribute texto string
@attribute classe {Fake, Fato}

@data
'após mais de uma década de queda o tabagismo voltou a crescer no brasil dados da pesquisa vigitel do ministério da saúde mostram que pela primeira vez desde 2007 o percentual de fumantes aumentou cerca de 25 em termos relativos um dos fatores por trás desse movimento é a diversificação dos produtos de nicotina promovida pelas grandes multinacionais do tabaco com foco principalmente no público jovem segundo um estudo recomendado pela ong act promoção da saúde além dos cigarros eletrônicos já populares entre adolescentes e jovens adultos a indústria passou a investir também nos chamados sachês de nicotina pequenas bolsas colocadas entre a gengiva e o lábio que liberam nicotina diretamente pela mucosa da boca para o pneumologista paulo corrêa autor de um relatório da act a estratégia combina marketing agressivo influência das redes sociais e produtos formulados para aumentar a dependência química o cigarro convencional tem um miligrama de nicotina e os sachês de nicotina contêm de 4 a 18 miligramas da substância já o cigarro de tabaco aquecido tem 46 vezes mais nicotina do que o cigarro convencional o que são os sachês de nicotina conhecidos internacionalmente como nicotine pouches os sachês de nicotina são pequenos saquinhos que ficam na boca para permitir a absorção da substância pela mucosa oral esses produtos foram introduzidos no mercado em 2018 e são apresentados em embalagens atrativas muitas vezes em latas colecionáveis além de costumarem receber sabores e aditivos que facilitam o consumo corrêa afirma que a absorção da nicotina pela boca é elevada e que já existem relatos de atendimentos em serviços de urgência nos estados unidos relacionados à intoxicação e overdose de nicotina provocadas por esses produtos ele também destaca que a rotulagem nem sempre corresponde à quantidade real de nicotina presente nos produtos o cigarro convencional tem um miligrama de nicotina e os sachés de nicotina contêm de 4 a 18 miligramas da substância isso faz com que o jovem que inicia o uso desse produto se torne dependente rapidamente de acordo com a anvisa não existem produtos como esses registrados que possam ser regularmente comercializados no brasil portanto a comercialização desses produtos é irregular no país jovens são alvo de estratégias de marketing documentos da própria indústria e investigações jornalísticas mostram que existem estratégias planejadas para atrair consumidores jovens destaca o pneumologista o documento acrescenta que o início do tabagismo costuma estar ligado ao sentimento de pertencimento a grupos sociais a influência de colegas somada ao papel das redes sociais e de influenciadores digitais cria um ambiente favorável à experimentação desses produtos o jovem é imediatista na obtenção de prazer e a região frontal do cérebro responsável pelo controle de impulsos ainda está em desenvolvimento durante a adolescência tornando esse grupo mais vulnerável ao consumo de substâncias que provocam dependência para o especialista a combinação entre pressão social marketing digital minimização dos riscos e busca por prazer imediato forma uma tempestade perfeita para a iniciação ao uso de produtos de nicotina dependência é a principal preocupação segundo corrêa todos os produtos que contêm nicotina provocam dependência mas as versões mais recentes foram desenvolvidas para aumentar ainda mais a entrega da substância ao organismo alguns produtos de tabaco aquecido conseguem fornecer quantidades significativamente maiores de nicotina do que os cigarros convencionais além da dependência química o médico destaca que a nicotina tem efeitos cardiovasculares e estudos recentes vêm investigando possíveis impactos relacionados ao câncer e a outras doenças produtos são apresentados como mais seguros mas mantêm riscos à saúde o especialista afirma que a indústria costuma apresentar os novos produtos como alternativas mais seguras em comparação ao cigarro convencional no entanto produtos de tabaco aquecido também geram substâncias cancerigenas durante o aquecimento além de compostos capazes de reforçar a dependência da nicotina corrêa cita ainda a presença de substâncias associadas a riscos cardiovasculares e afirma que os efeitos podem incluir aumento da pressão arterial e da frequência cardíaca para o médico a ideia de que esses dispositivos produzem apenas vapor de água não corresponde à realidade trata-se de uma mistura extremamente complexa segundo ele cresce o uso combinado de diferentes produtos o pneumologista destaca ainda que a indústria passou a oferecer uma ampla variedade de produtos contendo nicotina incluindo itens dissolvíveis que se assemelham a produtos de higiene oral a estratégia favorece o chamado poliuso quando uma mesma pessoa utiliza diferentes produtos para manter o consumo de nicotina em situações variadas entre adolescentes de 13 a 17 anos corrêa afirma que cerca de 14 da amostra analisada em uma pesquisa conduzida por ele utilizava todos os seis tipos de produtos avaliados a indústria está conseguindo criar uma nova geração de pessoas viciadas e não só adictas mas poliadictas afirma consequências podem aparecer ao longo da vida além da dependência o especialista alerta para possíveis impactos respiratórios cardiovasculares e relacionados ao desenvolvimento de câncer ele afirma que o aumento do consumo entre jovens pode gerar sobrecarga futura para os sistemas de saúde em razão do crescimento de doenças associadas ao uso de produtos derivados do tabaco e da nicotina outros efeitos também podem ser percebidos mais cedo como alterações estéticas envelhecimento precoce da pele e disfunção erétil associada ao uso de cigarros eletrônicos debate sobre regulamentação ao comentar o argumento de que a regulamentação desses produtos seria benéfica para a sociedade o pneumologista afirma que cigarros eletrônicos e produtos de tabaco aquecido já são regulamentados no brasil segundo ele a regulamentação adotada pela agência nacional de vigilância sanitária anvisa estabelece a proibição desses produtos após análise das evidências cientificas disponíveis o especialista argumenta que os custos sociais e de saúde relacionados ao tabagismo superam amplamente a arrecadação obtida com impostos sobre produtos de tabaco alerta para jovens e famílias corrêa recomenda que jovens sejam críticos em relação às mensagens divulgadas por influenciadores e pela indústria do tabaco e orienta pais responsáveis e familiares a acompanharem os conteúdos consumidos pelos adolescentes e a conversarem sobre os riscos associados ao uso desses produtos segundo o especialista os dispositivos de nicotina são desenvolvidos para criar dependência e ampliar o mercado consumidor não utilizem esses produtos não comecem a utilizar esses produtos são produtos desenhados para tornar você dependente finaliza',Fato
'a openal entrou com um processo contra elon musk a partir de alegações que indicam táticas de má-fé aplicadas pelo dono do x a ação foi aberta na quarta-feira 9 e é outro recurso usado na batalha travada entre as duas partes nos últimos anos no processo a openal pede que musk seja impedido de atacar a empresa injustamente e critica o bilionário ao chamá-lo de ditador da agi com a acusação de querer assumir completamente o controle da openal de forma inconsistente mesmo depois de sua saida in 2018 você afirmou que não quer controlar a agi final mas durante esta negociação você nos mostrou que o controle absoluto é extremamente importante para você então é uma má ideia criar uma estrutura onde você poderia se tornar um ditador se escolhesse relatou a defesa da openal no processo musk foi um dos confudadores da openal mas saiu em 2018 depois de sua saída ofereceu a ao confundador sam altman a formação da empresa à tesla assim como fez uma proposta de cerca de us$ 97 bilhões para comprar a empresa frente à negativa dada o bilionário entrou com ações judiciais um dos principais processos de musk contra a openai envolve impedir que a empresa consiga realizar a transição para um modelos com fins lucrativos em sua criação a openal foi estabelecida como uma organização sem fins lucrativos e agora busca a mudança para acelerar sua transição e captação de investimentos na ação musk alega que o trabalho de transferência do controle da openal para investidores estaria violando o contrato de fundação da empresa ao colocar os interesses comerciais à frente do interesse público em março a openal divulgou que o tribunal rejeitou a tentativa de musk de desacelerar a empresa no comunicado em seu site a organização liderada por sam altman informa que as autoridades negaram outras diversas alegações do bilionário que visavam distorcer as intenções com a organização sem fins lucrativos para dar sequência nas decisões um juiz federal em oakland na califórnia estabeleceu que em março de 2026 acontecerá o julgamento do processo de musk segundo a emissora bbc',Fato
'a declaração de apoio inequívoco de donald trump ao candidato de extrema direita à presidência da colômbia e a publicação de uma foto sua com elogios a flávio bolsonaro não deixam dúvidas de que o presidente americano segue à risca o mandamento de interferir em eleições estrangeiras a ideologia maga fala alto no alinhamento e na hora de favorecer aliados conservadores trump enalteceu abelardo de la espriella vencedor do primeiro turno das eleições colombianas a quem se referiu pelo apelido o tigre devido às suas enormes conquistas na vida e ao seu apoio político a mim pessoalmente é uma honra dar a abelardo meu apoio total e irrestrito de la espriella enfrentará no dia 21 o senador de iván cepeda apoiado pelo presidente colombiano gustavo petro e descrito pelo presidente americano como um marxista de esquerda radical o candidato de extrema direita é fã de carteirinha de trump que inspira a retórica populista e agressiva de sua campanha e comunga objetivos comuns o presidente americano sinalizou que seguirá a mesma conduta em nosso pais a despeito das boas relações ou da química que ele diz manter com o presidente luiz inácio lula da silva horas depois de os eua anunciarem uma sobretaxa de 25 sobre produtos brasileiros trump postou a foto do encontro com flávio bolsonaro ocorrido na semana passada em washington em sua rede social e exaltou o pré-candidato do pl foi muito bom ter flávio bolsonaro no salão oval da casa branca — um jovem inteligente que ama muito o seu pais o brasil o primeiro resultado desta reunião foi a classificação do pcc e do cv como organizações terroristas pelos eua defendida por bolsonaro no encontro a interferência do presidente americano em pleitos da américa latina tem sido recorrente e imprime tensão às campanhas eleitorais especialmente em paises onde há forte polarização foi assim por exemplo nas eleições legislativas da argentina e nas presidenciais do equador e honduras no ano passado seus candidatos e aliados — javier milei daniel noboa e nasry asfura — sairam vencedores e o presidente foi veemente no apoio a eles o governo americano ofereceu um pacote de resgate estimado em até us$ 40 bilhões para fortalecer o presidente argentino e impulsionar seu partido antes da votação legislativa de outubro ele teve muita ajuda nossa muita ajuda eu o apoiei — uma recomendação muito forte declarou trump após o resultado em audiência nesta terça-feira no congresso dos eua o secretário de estado norte-americano marco rubio corroborou quem são seus aliados na américa latina o brasil foi excluido e listado ao lado de cuba nicarágua e venezuela a contar pelas medidas restritivas anunciadas nos últimos dias ao país pode-se dizer que donald trump aterrissou na campanha eleitoral brasileira',Fato
'o presidente dos estados unidos donald trump declarou apoio ao candidato abelardo de la espriella nas eleições presidenciais da colômbia em uma publicação feita nesta terça-feira 2 trump afirmou que a vitória do candidato será importante para definir a relação entre os dois países aos 47 anos de la espriella lidera o movimento de ultradireita defensores da pátria no primeiro turno das eleições realizado no domingo 31 ele ficou em primeiro lugar contrariando as pesquisas eleitorais na truth social trump chamou o candidato colombiano de un lider inteligente forte e determinado também afirmou que de la espriella teria sucesso ao liderar o combate ao crime e ao tráfico de drogas o resultado desta eleição é muito importante para o futuro da colômbia e para a relação do pais com os estados unidos por causa de suas grandes realizações ao longo da vida e de seu apoio politico a mim pessoalmente tenho a honra de dar a abelardo meu apoio completo e total publicou de la espriella é admirador de politicos de direita como trump e o presidente de el salvador nayib bukele com quem tem certa semelhança fisica ele ganhou força na reta final da campanha ao prometer uma ofensiva militar contra guerrilhas responsabilizadas pelos altos indices de criminalidade na colômbia no meu governo não haverá processos de paz criminosos que não se submeterem serão eliminados conforme permitido por lei afirmou conhecido pelo apelido de el tigre o advogado também defende a saída da colômbia de organismos internacionais como a organização das nações unidas onu e a organização dos estados americanos oea segundo ele essas instituições servem para promover políticas de esquerda ao mesmo tempo em que adota um discurso linha-dura o candidato mantém um site chamado de la espriella style onde vende bebidas alcoólicas livros músicas nas quais canta e até roupas em que aparece como garoto-propaganda de la espriella também se envolveu em polêmicas em uma entrevista na tv por exemplo se gabou do tamanho do órgão genital e afirmou que isso o ajudava a conquistar votos o advogado também foi questionado por ter defendido alex saab empresário colombiano acusado pelo governo dos eua de atuar como laranja do ditador venezuelano nicolás maduro o segundo turno das eleições colombianas será disputado em 21 de junho o adversário de de la espriella é o esquerdista iván cepeda que defende a continuação das políticas do atual presidente da colômbia gustavo petro',Fato
'sandy detonou júnior é o desgosto da família enquanto ela carrega o agro ele grita sem anistia o júnior ele não cansa de ser o desgosto da família eu demorei para me pronunciar por vergonha mesmo esse cara sempre esteve nas minhas costas né eu sempre carregando esse fardo e ele se deixou levar pelo artistas da globo cantores e atores que fizeram a lavagem cerebral nele nós viemos do agro o agro é conservador empreendedor e de família aí me vem o júnior e grita sem anistia eu digo para vocês ele queria falar isso antes só que quando estava se apresentando comigo eu não deixava na primeira oportunidade que ele teve ele falou vou só deixar um recado para o júnior aqui porque eu bloqueei ele do meu whatsapp júnior eu tenho vergonha de ser sua irmã você é o desgosto da família',Fake
'quando um chatbot responde a perguntas cria um texto ou analisa imagens ele não lida com frases inteiras fotos ou videos para processar esses dados a ia divide o conteúdo em pedacinhos chamados tokens que são unidades de informação que ajudam os modelos a entender processar e gerar respostas o que são tokens um token é uma pequena unidade de dados criada a partir da quebra de informações maiores em textos ele pode ser uma palavra parte de um termo ou vários caracteres assim um token costuma corresponder a cerca de quatro caracteres em inglês mas o número pode mudar conforme idioma modelo e tipo de informação processada como os tokens funcionam o funcionamento dos tokens está ligado a um processo chamado tokenização é ele que transforma textos imagens áudios ou videos em blocos menores que a ia consegue analisar durante o treinamento os modelos de ia são expostos a bilhões ou trilhões de tokens eles aprendem observando padrões e tentando prever qual será o próximo token em uma sequência se erram ajustam seus parâmetros mas se acertam reforçam aquele caminho esse processo se repete até que o modelo consiga gerar respostas coerentes quando um usuário envia um comando o mesmo fluxo acontece a entrada é convertida em tokens; o modelo processa essa sequência; a resposta é gerada token por token; esses tokens são convertidos novamente em algo legível como texto imagem ou som como os blocos de informações são divididos a forma como os dados são transformados em tokens depende do formato da informação textos costumam ser divididos em palavras partes de palavras ou caracteres; imagens são convertidas em representações numéricas baseadas em pixels e regiões visuais; áudios são fragmentados a partir de trechos do som ao longo do tempo; videos juntam imagem movimento e áudio o que faz com que consumam muito mais tokens ou seja quanto mais complexo e denso o conteúdo maior será o consumo de tokens é por isso que um vídeo de poucos segundos pode gastar mais tokens que um texto longo o que é input e output o input entrada corresponde aos dados que o usuário envia para o modelo como texto ou imagem anexada já o output saida é a resposta gerada pela ia uma pergunta curta pode gerar um output grande assim como um input longo pode resultar em uma resposta breve cada um desses lados é contabilizado separadamente o que é processamento em lotes o processamento em lotes ou batch processing é uma forma de usar a inteligência artificial para executar grandes volumes de tarefas sem exigir respostas imediatas as solicitações são enviadas de uma só vez e processadas durante horas ou um dia inteiro esse tipo de uso costuma ter custo menor já que muitas plataformas aplicam descontos no valor dos tokens quando o processamento acontece em lote por que os tokens são usados para cobrar o uso da ia os tokens são usados para cobrar o uso da ia através de apis porque eles representam quanto trabalho computacional o modelo precisou realizar para atender a uma solicitação eles funcionam como uma unidade de medida assim como quilowatt-hora mede consumo de energia elétrica por exemplo quanto mais tokens uma tarefa exige mais recursos de processamento ela consome isso torna a cobrança mais justa e transparente já que usuários pagam apenas pelo volume de dados que realmente utilizam além disso esse modelo de cobrança se adapta a diferentes formatos de conteúdo um texto imagem e áudio podem ser comparados entre si porque todos são convertidos em tokens antes de serem processados como calcular o uso da ia o uso da inteligência artificial é calculado de acordo com o modelo e o serviço sendo comum a cobrança por milhão de tokens com preços diferentes para input e output é comum que tokens de saída sejam mais caros que os de entrada já que gerar conteúdo exige mais esforço computacional por exemplo o gemini 25 flash do google cobra us$ 030 por milhão de tokens de entrada e us$ 250 por milhão de saída já o gpt-52 pro da openal chega a us$ 21 por milhão de tokens de input e us$ 168 por milhão de output o tipo de conteúdo também influencia no custo textos costumam consumir menos tokens enquanto imagens áudios e principalmente videos aumentam o volume processado e consequentemente o preço',Fato
'fim de uma era a openal confirmou nesta sexta-feira 16 que vai mostrar anúncios no chatgpt a novidade entra em fase de testes nos estados unidos a partir das próximas semanas e afeta contas da versão gratuita e do plano go a empresa informa que as propagandas não vão influenciar as respostas do chatbot e a medida segue a missão da companhia de atingir a inteligência artificial geral agi mesmo sem entrar em muitos detalhes o material patrocinado fica separado das respostas e os dados das conversas não são compartilhados com anunciantes o canaltech explica como os anúncios vão funcionar os anúncios vão chegar ao brasil chatgpt liberou plano baratinho em mais países como os anúncios vão funcionar de acordo com uma imagem compartilhada pela openai os anúncios aparecem no final da tela do chatgpt após a resposta da ia a interface conta com uma separação para mostrar o que é patrocinado e o que não é além disso nem toda interação vai mostrar propagandas o resultado aparece apenas quando é relevante para as conversas de acordo com a empresa e não será exibido em temas sensíveis como saúde e politica apenas assinantes da versão gratuita e do plano pago go vão receber os anúncios as assinaturas plus e pro do chatgpt estão isentas de material patrocinado os anúncios vão chegar ao brasil por enquanto não a openal destacou que o recurso começará a ser testado nas próximas semanas apenas nos estados unidos não há previsão de distribuição para outros paises no momento chatgpt liberou plano baratinho em mais países a openal também divulgou que o plano chatgpt go considerado o mais barato da plataforma será liberado para todos os paises com acesso ao chatbot a assinatura já existe no brasil desde outubro do ano passado oferecida a r$ 3999 por mês a versão go aumenta o acesso às soluções de ia mais avançadas do chatgpt em comparação com a versão gratuita',Fato
'uma cena comovente registrada durante uma grave inundação tem chamado a atenção nas redes sociais cachorrinhos foram vistos se agarrando a uma vaca na tentativa de se proteger da força da água em um gesto de sobrevivência que emocionou milhares de pessoas e a imagem capturada em meio às fortes chuvas rapidamente se espalhou pela internet e se tornou um símbolo de solidariedade entre os animais em um momento de grande dificuldade o registro viralizou e passou a representar a realidade enfrentada por diversas regiões afetadas pelas intensas chuvas nos últimos dias sendo ia ou não essa imagem é de lacrimejar os olhos que lição você tira ao ver essa imagem',Fake
'o lançamento do gpt-5 em agosto pela openal gerou críticas mistas e um debate intenso sobre o futuro da inteligência artificial apesar de alguns problemas técnicos durante a apresentação ao vivo e de reclamações de usuários nas redes sociais o ceo sam altman defende que o novo modelo está cumprindo seu papel e que os céticos interpretaram tudo de forma equivocada o gpt-5 foi considerado por muitos como uma decepção principalmente por não atingir as expectativas de agi inteligência artificial geral especialistas chegaram a afirmar que o lançamento sinalizava o fim do boom da ia e até o início de um possível inverno da inteligência artificial no entanto altman garante que a visão negativa sobre o gpt-5 não reflete seu verdadeiro potencial segundo ele a recepção inicial foi apenas resultado de expectativas exageradas e de comparações com o sucesso do gpt-4 diferente de modelos anteriores o gpt-5 não depende apenas de mais dados ou maior poder computacional ele utiliza técnicas avançadas que permitem aprender com feedback de especialistas e até gerar seus próprios dados de treino isso possibilita que o modelo seja mais eficaz em tarefas complexas como ajudar pesquisadores altman observa que embora a maioria dos usuários não perceba imediatamente o gpt-5 já demonstra habilidades que podem acelerar descobertas científicas e facilitar o trabalho de codificadores e cientistas a visão da openai nos últimos meses a openal ajustou sua abordagem em relação à agi antes vista como um objetivo final agora é considerada um processo contínuo de evolução tecnológica greg brockman presidente da empresa afirma que o foco é gerar impacto contínuo na economia e na sociedade por meio da inteligência artificial com a agi sendo um marco dentro dessa trajetória altman destaca que sua visão de agi envolve principalmente o avanço científico e a capacidade de resolver problemas complexos ele admite que o gpt-5 é apenas um passo inicial mas acredita que os próximos modelos gpt-6 e gpt-7 trarão avanços significativos nesse sentido apesar das críticas a openal continua investindo bilhões de dólares em datacenters e infraestrutura para expandir a capacidade de seus modelos a empresa reforça sua missão de transformar o mundo com ia e a marca agi se tornou um símbolo estratégico presente em merchandising e campanhas internas para sam altman o importante não é apenas atingir a agi rapidamente mas garantir que a inteligência artificial continue evoluindo e impactando positivamente a sociedade mesmo que de forma gradual',Fato
'brasil é sancionado e não pode mais receber chips de inteligência artificial da nvidia estamos no caminho da vala parabéns aos envolvidos urgente brasil proibido de importar chips de ia da nvidia uma bomba nas relações brasil–eua o governo americano incluiu o país na lista de sanção total para exportação de processadores gráficos usados em inteligência artificial isso significa que o brasil não poderá mais receber chips da nvidia como os poderosos a100 e h100 — a base da corrida tecnológica global em ia a decisão parte de washington não da empresa é o departamento de comércio dos eua que trava a chave da tecnologia consequência imediata universidades empresas de tecnologia e até o setor militar brasileiro ficam cortados do acesso à vanguarda da ia mais do que comércio é uma mensagem política o brasil foi colocado no mesmo patamar de países vistos como risco estratégico e a porta se fechou',Fake
'maduro entrega o poder ele entregará edmundo gonzález à presidência em 29 de maio',Fake
'grande ulyssis guimarães em 1988 ele tinha feito uma denúncia contra miliciano jair bolsonaro ulisses em 1988 já tinha feito uma denúncia alertando sobre o perigo bolsonarista senhor presidente quero fazer uma denúncia contra o vereador bolsonaro do rio de janeiro que está manipulando seus eleitores para favorecer uma nova ditadura em nosso brasil este vereador está trazendo conflito em vários partidos políticos falando um monte de asneiras contra a democracia espero que as autoridades tomem uma atitude tenham todos uma boa tarde',Fake
'olá amigos só queria dar um aviso importante sobre grupos do whatsapp e privacidade com toda essa coisa da ia algumas coisas estranhas estão acontecendo parece que se não ativarmos uma opção de privacidade avançada as ias podem acessar mensagens de grupo ver números de telefone e até mesmo roubar informações pessoais do telefone mesmo em conversas privadas para evitar isso você precisa fazer o seguinte 1 abra o grupo 2 toque no nome na parte superior em dados do grupo 3 role a tela para baixo e ative a opção privacidade avançada da conversa ou algo semelhante dependendo do idioma do seu telefone faça isso o mais rápido possível e compartilhe com outros grupos dos quais você participa especialmente se você for um administrador é melhor prevenir do que remediar',Fake
'neymar mano esse faz uma putaria do cacete como que me prende o mito o cara só pode estar de sacanagem com o pai e vamos parar o país mano não aceitamos essa patifaria o mito era a única esperança agora tô fazendo de tudo para criminalizar ele eu tô na mágoa se prenderem ele eu não jogo a copa do mundo do ano que vem sem contar que ainda tem a possibilidade de ter uma camisa vermelha aí é que o pai não joga mesmo digo e repita para o pai jogar a copa libera o nosso mito neymar se posiciona contra a prisão do ex-presidente bolsonaro e diz que se não soltar bolsonaro não jogará a copa',Fake
'o ex-assessor de segurança nacional de donald trump john bolton deve se declarar culpado por reter documentos relacionados à defesa nacional segundo informações da imprensa americana desta quinta-feira 4 um júri federal em maryland perto de washington indiciou bolton de 77 anos em outubro por divulgar e reter documentos o tribunal agendou uma nova audiência de acusação para 26 de junho segundo a mídia americana bolton se declarará culpado de reter documentos em troca do pagamento de uma multa de mais de dois milhões de dólares a justiça acusa bolton de ter abusado de sua posição como assessor ao compartilhar mais de mil páginas de material sensível com familiares sem autorização',Fato
'donald trump é tão mesquinho ele proíbe a produção da tesla depois da sua rivalidade com o seu melhor amigo formal elon musk hoje estou aqui para anunciar que proibirei a produção de todos os tesla nos estados unidos da américa imediatamente como todos sabem elon me esfaqueou pelas costas alguns dias atrás e enlouqueceu em sua plataforma x mentindo sobre meu envolvimento nos arquivos de epstein então não posso ter aquela cobra elon ganhando dinheiro neste país enquanto eu sou o presidente ninguém gosta de tesla de qualquer maneira a menos que você seja um nerd eles pegam fogo e quebram facilmente então definitivamente não é o melhor carro elétrico que existe e sim comprei um tesla alguns meses atrás para mostrar meu apoio a elon mas nunca o dirigi foi só para que pudéssemos me apoiar na eleição e funcionou agora vou listar aquele tesla de merda para venda se alguém quiser vou deixá-lo ir por us$ 69 esse é o valor real desses carros velhos e mais importante aquela cobra agora irá à falência ele voltará a implorar para mim em alguns dias novamente',Fake
'eh eu não sou brasileiro mas tenho um carinho enorme pelo país e às vezes mesmo de longe a gente sente que precisa falar em 2026 eu apoio o lula porque sei que o brasil merece justiça humanidade e esperança então curte comenta e segue de longe de perto vamos juntos jogar para vencer',Fake
'zico nunca foi bolsonaro zico disse que seria uma votar na família bolsonaro uma família nunca trabalhou veja o que disse zico galinho de ouro sobre a família bolsonaro veja pessoas me perguntam ‘zico é bolsonaro eu respondo claramente como vou votar no bolsonaro se convivo a vida inteira com o povão nas ruas seria uma loucura minha votar numa família que nunca conheceu a dificuldade do povo brasileiro o que ele fez com as famílias que morreram de covid aquilo foi a maior vergonha da história do brasil até hoje é difícil acreditar que um presidente do brasil faça aquele deboche na cara do povo e diga que não é coveiro não tenho o que comentar mais nada né',Fake
'em meio a proliferação de promessas enganosas na internet dr drauzio expõe um golpe e revela o tratamento verdadeiro e eficaz contra a impotência ardência urinária e ejaculação precoce gente já que é para falar na sua cara eu vou falar pau mole não se resolve da noite para o dia se o seu amigo é embaixo não tá ficando duro como uma rocha é porque você tá com falta de ereção tá perdendo a firmeza do músculo liso',Fake
'paulo guedes alerta se você tem nubank atenção ao video você acha normal trabalhar o mês inteiro para pagar juros disfarçados de conquistas acredita que ter renda alta é o mesmo que ter riqueza no brasil a falta de estratégia financeira somada a um cenário de juros reais elevados e inflação persistente drena o patrimônio da classe média sem que ela perceba o sistema foi desenhado para você financiar passivos e trabalhar para o banco acreditando que está no controle este canal existe para analisar friamente essa lógica inspirado na visão de grandes economistas e na realidade do mercado nós traduzimos o economês para a matemática do seu bolso aqui você vai encontrar análises macro como o cdi a selic e as decisões políticas impactam seu dinheiro a verdade sobre crédito por que o parcelamento sem juros é a maior armadilha de empobrecimento construção de patrimônio como deixar de ser um pagador de contas para se tornar um acumulador de ativos não estamos aqui para te ensinar a economizar no cafezinho estamos aqui para te ensinar a parar de perder dinheiro para o sistema a realidade é dura mas a ignorância custa mais caro inscreva-se e assuma o domínio do seu capital vamos começar do começo setembro de 2014 o nubank lança seu cartão de crédito internacional sem anuidade sem tarifas sem burocracia a promessa era simples e irresistível um banco que funcionava pelo celular que aprovava crédito em minutos e que não te tratava como um número em uma fila era a narrativa perfeita para uma geração que cresceu odiando agências bancárias gerentes de conta e tarifas escondidas em letras miúdas em 3 anos 13 milhões de pedidos 25 milhões de cartões emitidos 500000 1 pessoas em fila de espera o crescimento foi tão explosivo que a mídia passou a chamar o nubank de fenômeno david veles o fundador virou referência de inovação palestras entrevistas capas de revista a história era bonita o empreendedor colombiano que veio ao brasil e decidiu desafiar os gigantes do sistema financeiro os investidores acreditaram cinco rodadas de investimento 180 milhões de dólares captados e o brasileiro médium acreditou também 70 dos usuários tinham menos de 36 anos gente que nunca teve conta em banco tradicional ou que se teve guardava trauma das tarifas e da burocracia o nubank não era apenas um produto financeiro era uma identidade ter o cartão roxo significava ser moderno estar do lado certo da história fazer parte de uma revolução e essa é a primeira camada da ilusão transformar um produto financeiro em símbolo de pertencimento mas aqui está o que ninguém te contou naquela época o nubank nunca foi um banco',Fake
'trump recua rússia protege venezuela império americano em colapso total direto de sebastopol a maior humilhação americana desde saigon em apenas 72 horas donald trump recuou completamente de suas ameaças contra venezuela após rússia anunciar proteção naval direta às rotas petrolíferas venezuelanas o império de 250 anos dobrou os joelhos diante de moscou revelações explosivas como rússia quebrou o último tabu confrontar eua em seu quintal a operação hemisfério livre que virou humilhação total por que pentagon cancelou todos os exercícios no caribe fragatas russas escoltando petróleo venezuelano china observando e aprendendo com a derrota americana europa em choque quando vassalos veem senhor fraco como lula vira mediador da nova ordem mundial análise exclusiva do porto histórico de sebastopol onde a frota russa que derrotou turcos franceses e alemães agora derrota americanos primeira vez desde 1945 que potência não-americana projeta poder militar no hemisfério ocidental e obriga washington a recuar do mar negro onde fragatas russas retornam vitoriosas do caribe',Fake
'o senador e pré-candidato à presidência da república flávio bolsonaro pl se encontrou com o ex-deputado federal eduardo cunha nesta terça-feira 2 em belo horizonte flávio concedeu uma entrevista à rádio 89 maravilha ligada a cunha abordando temas como carga tributária empreendedorismo e programas sociais o ex-parlamentar eduardo cunha foi deputado federal de 2003 a setembro de 2016 quando teve o mandato cassado por quebra de decoro parlamentar e foi alvo da operação lava jato em 2015 quando presidente da câmara cunha autorizou a abertura do processo de impeachment da então presidente dilma rousseff em 2026 ele anunciou ser pré-candidato a deputado federal por minas gerais',Fato
'uma ação da polícia civil interrompeu uma casa bomba em um apartamento localizado em um condomínio residencial no bairro metrópoles em dracena sp nesta quarta-feira 3 um adolescente foi apreendido por ato infracional análogo ao tráfico de drogas a investigação conduzida pela delegacia de investigações gerais dig e pela delegacia de investigações sobre entorpecentes dise identificou que o local servia de base logística enquanto um suspeito de carro abastecia diversos pontos de venda de drogas pela cidade no imóvel foram apreendidos tabletes de maconha cocaína crack skank dry além de balança eletrônica de precisão e materiais utilizados para embalagem todo o material foi encaminhado para perícia técnica',Fato
'drauzio varella encontrei o método 100 natural acaba com neuropatia formigamentos dormências não conseguiu pular carnaval esse ano e nem sequer conseguiu aproveitar o feriado já começou a ter problemas de formigamentos nos pés e nas mãos dormência e queimações intermináveis nas superfícies sensação de agulhadas terríveis e inflamações e nenhum medicamento funciona mais eu drausio varela ajudei a produzir um encapsulado anti -inflamatório 100 natural que está devolvendo a qualidade de vida dos usuários que sofriam com formigamentos e dormências infernais voltando a praticar seus lazeres e tarefas velhas não deixe que a idade pegue você antes da hora pista seu dinheiro no seu bem -estar e na sua qualidade de vida não deixe para depois a tendência é só piorar e piorar apenas duas cápsulas por dia garante um alívio logo nas primeiras semanas',Fake
'a sexta turma do superior tribunal de justiça stj rejeitou por unanimidade um recurso apresentado pela defesa do ex-presidente da vale fábio schvartsman e manteve o executivo entre os réus do processo que apura as responsabilidades pelo rompimento da barragem em brumadinho no dia 7 de abril o stj decidiu reincluir schvartsman nas ações penais relacionadas à tragédia após uma decisão da justiça federal ter excluído o executivo dos processos em 2024 em 28 de abril a defesa protocolou embargos de declaração um tipo de recurso usado para solicitar esclarecimentos ou correções em decisões judiciais no entanto nesta terça-feira 2 os ministros da sexta turma negaram o pedido',Fato
